Trial,category,sub_trial,x1,x2,x3,x4,x5,x6,x7,x8,average,average_circ,bincorrect,bincorrect_circ
275,-75.0,275,-66,-78,-69,-59,-83,-80,-72,-68,-71.875,-71.87675172601956,False,False
276,-75.0,276,-89,-83,-90,-81,-50,-78,-18,-74,-70.375,-71.25867789451124,False,False
277,-75.0,277,-75,-89,-80,-66,-45,-67,-69,-73,-70.5,-70.56027620798751,False,False
278,-75.0,278,-89,-71,-37,-75,76,-85,-85,-83,-56.125,-70.67425927466894,False,False
279,-75.0,279,-57,-87,-82,-79,-81,-79,-77,-64,-75.75,-75.79049061406604,False,False
280,-75.0,280,87,-59,-90,-90,-87,-62,-51,-78,-53.75,-70.68190167359799,False,False
281,-75.0,281,-82,-90,-84,-81,-75,49,-89,88,-45.5,-71.90278966361434,False,False
282,-75.0,282,-81,-60,-86,-69,-67,-71,-73,-67,-71.75,-71.73832573276333,False,False
283,-75.0,283,-68,-30,-80,-76,-78,-77,-66,-83,-69.75,-70.12447017447619,False,False
284,-75.0,284,-56,-65,-79,-45,-89,-62,-89,-79,-70.5,-70.54211572514723,False,False
285,-75.0,285,-72,-88,-79,-71,74,-64,-72,-81,-56.625,-70.48052510244945,False,False
286,-75.0,286,-76,-58,-51,-66,-87,-88,-53,-89,-71.0,-71.00769662816487,False,False
287,-75.0,287,-57,-74,-86,-67,-78,-64,-63,-83,-71.5,-71.49561056774778,False,False
288,-75.0,288,86,-78,-89,-85,-61,-79,-83,80,-38.625,-70.58779379426507,False,False
289,-75.0,289,-88,-81,-89,-86,-74,-76,-70,-4,-71.0,-72.8612733565617,False,False
290,-75.0,290,-85,-88,-49,-79,-79,-85,78,-78,-58.125,-73.76412673880439,False,False
291,-75.0,291,-68,-90,-84,-75,-62,-89,63,-84,-61.125,-73.1111011585739,False,False
292,-75.0,292,-69,-63,-72,-90,-17,-85,-80,-79,-69.375,-70.21367065732274,False,False
293,-75.0,293,-63,-90,-12,-84,-76,-83,-84,-82,-71.75,-73.06336844828516,False,False
294,-75.0,294,-85,-57,-90,-65,-76,-74,-81,-85,-76.625,-76.66020683906507,False,False
295,-75.0,295,-87,-64,-87,-3,-86,-75,-78,-88,-71.0,-72.94865331713657,False,False
296,-75.0,296,-73,-16,-80,-88,-76,-66,-81,-80,-70.0,-70.95892466403103,False,False
297,-75.0,297,-66,-86,-79,-86,-74,-9,-80,-75,-69.375,-70.72979150406705,False,False
298,-75.0,298,-72,-69,-80,-90,-43,-76,-57,-87,-71.75,-71.85795179119773,False,False
299,-75.0,299,-84,-70,74,-88,-89,-74,-72,87,-39.5,-70.0366787126752,False,False
300,-75.0,300,87,-65,-63,-87,-53,-86,-89,-80,-54.5,-71.70787369234986,False,False
301,-75.0,301,-67,-78,-74,-78,-57,-89,-77,-45,-70.625,-70.70286970839076,False,False
302,-75.0,302,-88,-85,-69,-72,-86,-46,-79,-65,-73.75,-73.8517483580718,False,False
303,-75.0,303,-85,-90,-23,-70,-61,-74,-82,-75,-70.0,-70.59117813604082,False,False
304,-75.0,304,-70,-49,-58,-90,-56,-82,-79,-82,-70.75,-70.78258949292992,False,False
305,-75.0,305,-90,84,73,-85,-76,-81,-90,-66,-41.375,-71.782332201748,False,False
306,-75.0,306,30,-77,-76,-82,-71,-72,-90,-79,-64.625,-70.00262894840596,False,False
307,-75.0,307,-89,-88,-86,87,-77,-70,-86,80,-41.125,-75.91468893415666,False,False
308,-75.0,308,-80,-86,-85,-67,-89,-87,-56,12,-67.25,-70.34366307618785,False,False
309,-75.0,309,-67,-82,-81,-74,-75,-64,-86,-61,-73.75,-73.75335349589696,False,False
310,-75.0,310,-69,-90,-88,-64,-75,-50,-74,-71,-72.625,-72.64657237044106,False,False
311,-75.0,311,-86,-83,-79,-75,-88,-48,-86,-57,-75.25,-75.387185915367,False,False
312,-75.0,312,-83,-84,-65,-52,-71,-86,-90,-44,-71.875,-71.99140968588033,False,False
313,-75.0,313,-30,-82,-44,-90,-65,-84,-83,-85,-70.375,-70.8208798627303,False,False
314,-75.0,314,-62,81,-76,-74,-72,-89,-88,-77,-57.125,-73.26109275643121,False,False
315,-75.0,315,-85,-63,-47,-82,-79,-61,-72,-82,-71.375,-71.4444898953029,False,False
316,-75.0,316,-75,-87,-84,-88,87,5,-75,-90,-50.875,-70.03322484703624,False,False
317,-75.0,317,-65,-88,-84,-72,-77,-69,69,-88,-59.25,-72.40144067713261,False,False
318,-75.0,318,-78,-79,-83,-60,-72,-54,-66,-89,-72.625,-72.6432597827075,False,False
319,-75.0,319,-61,-90,-79,-84,-48,-85,-67,-90,-75.5,-75.60882575388003,False,False
320,-75.0,320,-87,-55,-84,86,-80,-86,-40,-85,-53.875,-70.7647190897122,False,False
321,-75.0,321,-90,-72,-53,62,-88,-84,-58,-89,-59.0,-70.09435730436444,False,False
322,-75.0,322,-90,-84,-90,-80,-75,-23,84,-88,-55.75,-73.35321014902402,False,False
323,-75.0,323,83,-68,-39,-80,-75,-90,-82,-84,-54.375,-70.47850601998644,False,False
324,-75.0,324,-83,-89,-74,-40,-69,-77,-70,-61,-70.375,-70.50373839560636,False,False
325,-75.0,325,-75,-69,60,-82,-75,-70,-82,-90,-60.375,-71.3635357725425,False,False
326,-75.0,326,-81,-83,-64,-67,-82,-75,-80,-38,-71.25,-71.46002549812899,False,False
327,-75.0,327,-2,-87,-89,-75,-90,-76,87,-88,-52.5,-71.5612223646899,False,False
328,-75.0,328,-83,-75,-62,73,-83,-76,-89,-87,-60.25,-74.91258595245223,False,False
329,-75.0,329,-83,-82,-85,-81,-29,-63,-88,-46,-69.625,-70.05219184745306,False,False
330,-75.0,330,-72,-84,-71,-63,-85,-20,-84,-84,-70.375,-71.13657600359907,False,False
331,-75.0,331,-90,-2,-86,-89,-64,-79,-83,-64,-69.625,-71.50447218391284,False,False
332,-75.0,332,-87,-51,-84,-67,-87,-87,-11,-88,-70.25,-71.52487061090015,False,False
333,-75.0,333,-81,82,79,-68,-81,-86,-87,-77,-39.875,-70.72210985458804,False,False
334,-75.0,334,-83,-84,-78,-84,-86,35,-84,-64,-66.0,-72.57057639562619,False,False
335,-75.0,335,-88,-28,-86,-67,-82,-89,-85,-33,-69.75,-70.41881918700246,False,False
336,-75.0,336,35,-61,-84,-85,-89,-83,-82,-87,-67.0,-73.76642607797514,False,False
337,-75.0,337,-78,-80,-74,-87,-61,-85,54,-74,-60.625,-70.16363958659797,False,False
338,-75.0,338,-87,55,-78,-90,-79,-64,-84,-84,-63.875,-74.49469363946142,False,False
339,-75.0,339,-78,-48,-84,-87,-89,-70,-71,-72,-74.875,-74.96603461231072,False,False
340,-75.0,340,-90,-79,-62,77,-64,-82,-76,-83,-57.375,-72.35411172737491,False,False
341,-75.0,341,-71,88,-51,-90,-79,-60,-89,-90,-55.25,-73.04804896501204,False,False
342,-75.0,342,-88,-85,-87,-64,-48,-85,-86,57,-60.75,-71.0941658099843,False,False
343,-75.0,343,-74,-87,-88,-86,-77,-27,81,-83,-55.125,-71.27659417630338,False,False
344,-75.0,344,-80,-90,-49,-35,-83,-71,-83,-72,-70.375,-70.64601024413446,False,False
345,-75.0,345,-45,-70,-78,-81,-88,-74,-84,-51,-71.375,-71.49809901129224,False,False
346,-75.0,346,-89,-87,-74,-70,-69,-87,-8,-76,-70.0,-71.44154753551994,False,False
347,-75.0,347,-70,83,-25,-74,-88,-79,-90,-89,-54.0,-70.42378346269106,False,False
348,-75.0,348,-66,-75,-79,-79,-81,-58,-51,-81,-71.25,-71.30092936620083,False,False
349,-75.0,349,-80,-60,-60,-79,-68,-79,-62,-79,-70.875,-70.88092732986831,False,False
350,-75.0,350,-86,-73,-72,-40,-89,-89,-75,-45,-71.125,-71.34247272533611,False,False
351,-75.0,351,-81,-82,-55,-68,-74,-80,-83,85,-54.75,-71.44504627577261,False,False
352,-75.0,352,-69,-88,-75,88,-84,-86,-45,-78,-54.625,-72.3327280589478,False,False
353,-75.0,353,7,-90,-90,-64,83,-90,-89,-88,-52.625,-71.45086703787845,False,False
354,-75.0,354,87,-84,-73,-71,-90,-86,-55,-83,-56.875,-74.89863645614314,False,False
355,-75.0,355,-87,-79,56,-83,-88,-78,-70,-82,-63.875,-74.76368273152971,False,False
356,-75.0,356,-82,-81,-56,-84,74,-84,-77,-73,-57.875,-72.14835917235304,False,False
357,-75.0,357,-84,-84,-86,-79,78,86,-90,-71,-41.25,-74.7604927257313,False,False
358,-75.0,358,-65,-85,79,-89,-53,-79,-81,-81,-56.75,-72.19041284270082,False,False
359,-75.0,359,-90,-89,-62,-89,-70,-60,-63,-84,-75.875,-75.88231147614411,False,False
360,-75.0,360,-77,-87,-85,-82,-83,-86,66,75,-44.875,-71.51316073359041,False,False
361,-75.0,361,-86,-73,-81,-72,-74,-59,-69,87,-53.375,-70.23346006253938,False,False
362,-75.0,362,-82,-90,-86,28,-40,-87,-77,-87,-65.125,-70.36882420346392,False,False
363,-75.0,363,89,-81,-87,-87,-90,-82,-78,-11,-53.375,-72.64933004455197,False,False
364,-75.0,364,-87,-90,-46,-85,-83,-41,-82,-53,-70.875,-71.07739860151884,False,False
365,-75.0,365,-78,-83,-80,84,-68,-72,-80,-74,-56.375,-73.2527942266526,False,False
366,-75.0,366,-82,-77,-53,-82,-86,-25,-90,-82,-72.125,-72.78012391861171,False,False
367,-75.0,367,-74,-41,-84,-79,-45,-86,-87,-71,-70.875,-71.0938955029093,False,False
368,-75.0,368,-18,-38,-79,-85,-89,-89,-71,-85,-69.25,-70.1947985650544,False,False
369,-75.0,369,-87,-83,-72,-68,-71,-78,-54,-75,-73.5,-73.52671730406854,False,False
370,-75.0,370,-79,-72,-90,-88,-86,-63,82,-45,-55.125,-71.01809757286024,False,False
371,-75.0,371,-66,-75,-70,-75,-85,-71,-78,-47,-70.875,-70.94144401289239,False,False
372,-75.0,372,-80,-90,-90,-72,-81,-46,-78,80,-57.125,-73.0730187348109,False,False
373,-75.0,373,-90,-90,-88,-39,-63,-72,-82,81,-55.375,-71.13080794220502,False,False
374,-75.0,374,-38,-77,-90,-64,-61,-84,-81,-64,-69.875,-70.00899111180235,False,False
375,-75.0,375,-85,12,-73,-58,-87,-90,-89,-71,-67.625,-70.74799326733249,False,False
376,-75.0,376,-69,-51,80,-87,-78,-63,-85,-90,-55.375,-70.65275288208736,False,False
377,-75.0,377,-71,79,-83,-70,-60,-83,-83,-74,-55.625,-70.69507341380461,False,False
378,-75.0,378,-76,-79,68,-78,-82,-57,-81,-87,-59.0,-71.84512621536622,False,False
379,-75.0,379,-77,-84,-85,-81,-56,0,-85,-83,-68.875,-70.9243851932378,False,False
380,-75.0,380,-89,-70,-79,-86,-78,-81,-32,-72,-73.375,-73.78880199826499,False,False
381,-75.0,381,-84,-57,-59,-81,-80,-83,-64,-55,-70.375,-70.38225112783947,False,False
382,-75.0,382,-76,-84,-79,-83,-48,83,-75,-90,-56.5,-73.18656697682752,False,False
383,-75.0,383,-87,-87,-61,-41,-83,-72,-50,-83,-70.5,-70.64511066123828,False,False
384,-75.0,384,-79,-33,-85,-62,-69,-75,-88,-68,-69.875,-70.13477190200751,False,False
385,-75.0,385,-82,-86,-90,-89,-77,-83,-63,-7,-72.125,-73.83412052497293,False,False
386,-75.0,386,-82,-90,-83,-61,-29,-80,-68,-89,-72.75,-73.22865312923611,False,False
387,-75.0,387,-79,-86,71,-90,-51,-89,89,-83,-39.75,-70.1609006589184,False,False
388,-75.0,388,-72,-89,-25,-89,-75,-46,-79,-85,-70.0,-70.5728829764996,False,False
389,-75.0,389,-71,88,-77,-80,-69,-89,-85,81,-37.75,-70.28724838533756,False,False
390,-75.0,390,-56,-77,-90,-55,-88,-84,-34,-85,-71.125,-71.40183628364083,False,False
391,-75.0,391,-89,-69,-79,-12,-68,-89,-76,-86,-71.0,-72.23459674080979,False,False
392,-75.0,392,-69,-76,-74,-35,-77,-89,-89,-57,-70.75,-70.9809329854007,False,False
393,-75.0,393,-87,-88,-65,-47,58,-90,-78,-88,-60.625,-71.18256518027334,False,False
394,-75.0,394,-65,-89,-86,-90,41,87,-82,-90,-46.75,-71.04425836579513,False,False
395,-75.0,395,-72,-90,-80,52,-85,-83,-75,-73,-63.25,-72.94662279803933,False,False
396,-75.0,396,-71,-89,-77,84,-85,-68,89,-86,-37.875,-72.38172911023076,False,False
397,-75.0,397,-81,-89,-86,-85,37,-87,-61,-59,-63.875,-70.35023105964733,False,False
398,-75.0,398,-65,-86,-62,-51,-88,-78,-83,-66,-72.375,-72.39952867286837,False,False
399,-75.0,399,-88,-79,-78,57,-82,-85,-65,-77,-62.125,-72.8115751491892,False,False
400,-75.0,400,-89,86,-48,-66,-73,-85,-72,-83,-53.75,-70.44196775764584,False,False
401,-75.0,401,-86,-78,-56,-90,47,-75,-90,-87,-64.375,-73.13871281530548,False,False
402,-75.0,402,-78,-66,-85,-80,-74,-89,83,-84,-59.125,-76.55670593025779,False,False
403,-75.0,403,-71,-56,-90,-82,-85,-80,-88,-42,-74.25,-74.4526383891389,False,False
404,-75.0,404,-68,87,-69,-79,-70,-78,-84,-73,-54.25,-71.39543397063353,False,False
405,-75.0,405,-78,-84,-58,-71,-63,-88,-85,-52,-72.375,-72.40516591373176,False,False
406,-75.0,406,-71,-90,44,-86,-87,-89,-73,-72,-65.5,-73.81834952752136,False,False
407,-75.0,407,-88,-72,-25,-56,-77,-85,-86,-80,-71.125,-71.70992223095861,False,False
408,-75.0,408,-89,-78,-63,-84,-72,43,-88,-81,-64.0,-71.77004805157274,False,False
409,-75.0,409,-89,-82,-69,-87,78,-85,-82,62,-44.25,-70.02748291247518,False,False
410,-75.0,410,-76,-86,-63,-80,-82,-67,-82,-40,-72.0,-72.1819237308061,False,False
411,-75.0,411,63,-87,-70,-82,-83,-85,89,-87,-42.75,-72.53597540115605,False,False
412,-75.0,412,62,-81,-80,-72,-73,-90,-87,-83,-63.0,-75.26237702960735,False,False
413,-75.0,413,-76,-89,-47,-82,-81,-80,-75,-32,-70.25,-70.62831046426221,False,False
414,-75.0,414,-69,-47,-75,-64,-85,-76,-68,-78,-70.25,-70.30658464502358,False,False
415,-75.0,415,-61,-89,-80,-89,-71,-7,-73,-80,-68.75,-70.16307854207005,False,False
416,-75.0,416,-62,-87,-86,-83,-80,-75,-77,63,-60.875,-72.82925200317892,False,False
417,-75.0,417,-56,-73,-79,-77,-69,-61,-87,-78,-72.5,-72.51584922561304,False,False
418,-75.0,418,-90,-73,85,-57,-82,-79,-80,-59,-54.375,-70.90656156286687,False,False
419,-75.0,419,-41,-88,-44,-78,-89,-79,-73,-88,-72.5,-72.77576504626023,False,False
420,-75.0,420,-65,-86,-49,-87,-86,-78,-36,-88,-71.875,-72.16954363725844,False,False
421,-75.0,421,-84,-87,-32,-70,-78,-73,-85,-70,-72.375,-72.75425489468071,False,False
422,-75.0,422,-6,-68,-84,-88,-80,-71,-78,-89,-70.5,-72.14840146325082,False,False
423,-75.0,423,-88,-81,-79,-77,-67,-71,-74,-63,-75.0,-74.99885733205502,False,False
424,-75.0,424,-90,-82,-87,-77,-84,64,65,-83,-46.75,-70.05976008023278,False,False
425,-75.0,425,-68,-71,-80,17,-80,-87,-72,-90,-66.375,-70.00423366054534,False,False
426,-75.0,426,-89,-86,-90,-86,-28,63,-68,-83,-58.375,-70.08267115027778,False,False
427,-75.0,427,-89,-84,-62,-87,86,-84,-36,-73,-53.625,-70.48868841410447,False,False
428,-75.0,428,-89,-75,-41,-30,-82,-71,-90,-82,-70.0,-70.46292939033535,False,False
429,-75.0,429,-84,-76,-68,-67,-69,-73,-89,89,-54.625,-72.50479441599721,False,False
430,-75.0,430,-67,-81,-79,-84,-74,-85,-34,-70,-71.75,-72.06200073444131,False,False
431,-75.0,431,-77,-57,-87,-81,69,-78,-89,-82,-60.25,-73.74278001894899,False,False
432,-75.0,432,-81,-90,-27,-88,-79,-78,-44,-75,-70.25,-70.79876699962549,False,False
433,-75.0,433,-67,-87,-89,-90,-75,64,-78,-58,-60.0,-71.93754731655092,False,False
434,-75.0,434,-74,-36,-80,-86,-83,-67,-59,-82,-70.875,-71.11200267588997,False,False
435,-75.0,435,-78,-86,-75,-89,-87,-68,63,-83,-62.875,-75.38223766530184,False,False
436,-75.0,436,-66,-86,-52,-84,-74,-65,-79,-89,-74.375,-74.41942186904171,False,False
437,-75.0,437,-83,-45,-90,-61,-89,-78,-58,-71,-71.875,-71.9447706062547,False,False
438,-75.0,438,-80,-81,81,-86,-75,-68,-50,-87,-55.75,-71.52144278812601,False,False
439,-75.0,439,-56,-32,-70,-84,-77,-85,-73,-85,-70.25,-70.57043508609827,False,False
440,-75.0,440,-82,-85,-85,-87,-79,-46,-69,65,-58.5,-70.40709705648548,False,False
441,-75.0,441,-87,-85,-79,-84,-60,-1,-75,-84,-69.375,-71.365588171285,False,False
442,-75.0,442,-44,-84,-77,-88,-68,-79,-64,-81,-73.125,-73.25516924192004,False,False
443,-75.0,443,-76,-55,-86,-84,-64,-82,-43,-90,-72.5,-72.63890804239081,False,False
444,-75.0,444,-83,-87,-85,-83,-77,-38,-71,-69,-74.125,-74.3977382076392,False,False
445,-75.0,445,-65,-72,-65,-90,-86,-89,-78,-22,-70.875,-71.52679661793121,False,False
446,-75.0,446,-76,-65,-78,-13,-87,-83,-75,-84,-70.125,-71.26782066807682,False,False
447,-75.0,447,-51,-79,-77,-52,-59,-84,-74,-85,-70.125,-70.1721104354682,False,False
448,-75.0,448,-73,-85,-82,-74,-79,-52,-90,-58,-74.125,-74.18380301660966,False,False
449,-75.0,449,-78,-36,-67,-83,-46,-83,-76,-89,-69.75,-70.00681453976975,False,False
450,-75.0,450,-82,-76,-71,-73,-87,-73,-66,-81,-76.125,-76.12263492747398,False,False
451,-75.0,451,-83,-86,-80,-48,-83,-86,-72,63,-59.375,-70.97443384450126,False,False
452,-75.0,452,-82,-71,-90,75,-66,-52,-89,-75,-56.25,-70.26556233532087,False,False
453,-75.0,453,-59,-87,-82,43,-63,-90,-85,-88,-63.875,-71.590107520028,False,False
454,-75.0,454,-90,65,-77,-66,-75,-82,-73,-82,-60.0,-72.24788214297477,False,False
455,-75.0,455,-55,-71,-65,-61,-67,-88,-84,-88,-72.375,-72.36254632596706,False,False
456,-75.0,456,-80,-87,-78,-67,-62,-71,-81,-40,-70.75,-70.89940499108569,False,False
457,-75.0,457,-73,-89,-49,-71,-80,-61,-62,-84,-71.125,-71.1511769277846,False,False
458,-75.0,458,-22,-78,-71,-90,-84,-87,-79,-47,-69.75,-70.4277431822917,False,False
459,-75.0,459,-87,-85,-74,-90,-79,-82,44,-82,-66.875,-75.55097497819273,False,False
460,-75.0,460,-70,-81,-88,-54,-56,-40,-88,-86,-70.375,-70.50168863972485,False,False
461,-75.0,461,-37,-67,-77,-87,-73,-76,-74,-81,-71.5,-71.7326801137748,False,False
462,-75.0,462,-68,-90,-80,-77,18,-84,-66,-87,-66.75,-70.5648516162341,False,False
463,-75.0,463,-86,-75,-48,-85,-61,-83,-89,-45,-71.5,-71.63275061543776,False,False
464,-75.0,464,-67,-80,-83,-75,-79,-85,-44,-78,-73.875,-74.0312809912449,False,False
465,-75.0,465,44,-84,-83,-70,-76,-86,-62,-87,-63.0,-70.77120507083801,False,False
466,-75.0,466,-85,-89,-87,-56,-70,-81,-84,-39,-73.875,-74.13262074765824,False,False
467,-75.0,467,-88,-83,-88,-57,-85,-82,-73,-51,-75.875,-75.98625521807224,False,False
468,-75.0,468,-60,-81,-89,-78,-46,88,-80,-81,-53.375,-70.63620466740389,False,False
469,-75.0,469,-81,-83,-83,-49,-84,-80,-89,63,-60.75,-72.74963181805391,False,False
470,-75.0,470,-77,-90,81,86,-56,-88,-86,-78,-38.5,-70.77372951898292,False,False
471,-75.0,471,-88,-73,-66,-74,-84,29,-84,-83,-65.375,-70.70477398569024,False,False
472,-75.0,472,-80,-76,-69,-73,-74,-86,-41,-82,-72.625,-72.8043358739669,False,False
473,-75.0,473,-62,-79,-86,-77,-70,-79,-79,-31,-70.375,-70.73303080612553,False,False
474,-75.0,474,-55,-89,-86,80,-80,-71,-77,-74,-56.5,-72.15532029755963,False,False
475,-75.0,475,75,-87,-90,-82,-65,-56,-82,-86,-59.125,-74.06094752196371,False,False
476,-75.0,476,-53,-85,-80,1,-87,-74,-89,-83,-68.75,-70.8644414298555,False,False
477,-75.0,477,-55,-87,-78,88,-87,-78,-90,-44,-53.875,-71.32346908212726,False,False
478,-75.0,478,-79,-83,-87,-69,-59,-55,-88,85,-54.375,-70.90218793250212,False,False
479,-75.0,479,-79,-75,-74,-75,-72,-66,82,-88,-55.875,-71.94483342157754,False,False
480,-75.0,480,-86,-86,-89,-68,-64,-79,86,85,-37.625,-70.91690769619908,False,False
481,-75.0,481,-29,-81,-71,-64,-73,-87,-86,-83,-71.75,-72.2014279973087,False,False
482,-75.0,482,-90,-67,-77,-83,-79,-53,83,-86,-56.5,-73.11569463883849,False,False
483,-75.0,483,-72,-89,-84,70,-90,-41,-86,-66,-57.25,-70.21954758135536,False,False
484,-75.0,484,-33,-77,-76,-81,-73,-67,-82,-70,-69.875,-70.17244371858503,False,False
485,-75.0,485,-65,-53,-77,-72,-69,-87,-75,-67,-70.625,-70.631178202503,False,False
486,-75.0,486,-45,-61,-73,-55,-87,-84,-76,-84,-70.625,-70.70384152290498,False,False
487,-75.0,487,-58,-79,-82,-84,-66,-39,-79,-73,-70.0,-70.16498839186706,False,False
488,-75.0,488,-90,-66,-89,-76,-86,-75,65,-82,-62.375,-75.29572841038875,False,False
489,-75.0,489,-83,-67,-33,-86,-76,-68,-80,-74,-70.875,-71.18504348665007,False,False
490,-75.0,490,-61,-89,-65,-79,-11,-83,-78,-90,-69.5,-70.68245562351316,False,False
491,-75.0,491,-80,-77,-84,-86,-79,33,-85,-67,-65.625,-71.74025190505444,False,False
492,-75.0,492,-42,-87,-67,-90,-86,60,-83,-90,-60.625,-71.80260079554645,False,False
493,-75.0,493,-74,-73,75,-70,-73,-84,-72,-85,-57.0,-71.27945918708032,False,False
494,-75.0,494,-86,-76,-88,-71,-83,-85,-71,81,-59.875,-76.90313043690891,False,False
495,-75.0,495,-68,-80,-69,-81,-68,-86,-85,-80,-77.125,-77.12987136227031,False,False
496,-75.0,496,-86,-72,-82,-84,-78,-16,-85,-64,-70.875,-71.88274677905376,False,False
497,-75.0,497,-78,-84,86,-82,-43,-75,-73,-86,-54.375,-71.39896340322899,False,False
498,-75.0,498,-65,-65,-88,-89,-65,-81,-80,-71,-75.5,-75.49291147748295,False,False
499,-75.0,499,-88,-84,-72,-88,-86,46,-70,-88,-66.25,-75.22872132447036,False,False
500,-75.0,500,-76,89,-69,-79,-87,-87,87,-69,-36.375,-70.87491062314356,False,False
501,-75.0,501,-86,-23,-86,-87,-85,-69,-82,-56,-71.75,-72.44860065003323,False,False
502,-75.0,502,73,-87,-89,-84,-90,-71,88,-75,-41.875,-74.62281065079165,False,False
503,-75.0,503,-81,-83,-69,-88,43,-90,-83,-51,-62.75,-70.253623170825,False,False
504,-75.0,504,-78,-75,-82,-76,-85,40,-88,-67,-63.875,-71.00479900890586,False,False
505,-75.0,505,-42,-82,-89,-78,-61,-71,-83,-89,-74.375,-74.56190573001426,False,False
506,-75.0,506,-90,84,-81,-86,-85,4,-87,-82,-52.875,-71.86414751393528,False,False
507,-75.0,507,-78,-82,83,-82,-77,-86,-43,-83,-56.0,-72.62630535730959,False,False
508,-75.0,508,87,89,-76,-88,-88,-79,-90,82,-20.375,-70.067163676256,False,False
509,-75.0,509,-83,-70,-68,-81,-73,-75,-47,-80,-72.125,-72.2108549612726,False,False
510,-75.0,510,-68,-75,-84,-77,-74,-16,-77,-87,-69.75,-70.69605279047927,False,False
511,-75.0,511,-66,-77,-76,-83,-67,56,-86,-85,-60.5,-70.49765681082376,False,False
512,-75.0,512,-89,-80,-75,-75,-80,78,-87,-44,-56.5,-71.65854357857941,False,False
513,-75.0,513,-88,-68,-75,-90,70,-88,-90,-38,-58.375,-71.77552174966685,False,False
514,-75.0,514,-75,-28,-80,-83,-70,-75,-88,-77,-72.0,-72.50876272647751,False,False
515,-75.0,515,-48,-74,-58,-71,-90,-57,-80,-84,-70.25,-70.27519893073459,False,False
516,-75.0,516,-87,-67,-42,-75,-81,-83,-80,87,-53.5,-70.55193094714788,False,False
517,-75.0,517,-48,-80,-89,-82,-85,-71,-41,-74,-71.25,-71.44626897599005,False,False
518,-75.0,518,-49,-85,-80,-86,-84,-64,-32,-88,-71.0,-71.36951407704935,False,False
519,-75.0,519,16,-75,-73,-82,-66,-74,-90,-90,-66.75,-70.28062400725746,False,False
520,-75.0,520,-74,-75,-78,-72,86,-85,-52,-86,-54.5,-71.44157516455451,False,False
521,-75.0,521,-86,-82,-89,-80,-34,-38,-69,-85,-70.375,-70.81379728404254,False,False
522,-75.0,522,-60,-78,-77,-87,-81,-56,75,-87,-56.375,-70.45210911612108,False,False
523,-75.0,523,77,-78,-77,-84,-63,-70,-67,-84,-55.75,-70.24557336778429,False,False
524,-75.0,524,-49,-77,-89,-89,86,89,-89,-78,-37.0,-71.6758488852695,False,False
525,-75.0,525,-85,-65,39,-85,-75,-65,-85,-85,-63.25,-70.02284083344155,False,False
526,-75.0,526,-51,-68,-75,-82,-79,-86,-73,-68,-72.75,-72.79553564469383,False,False
527,-75.0,527,-63,-87,-60,-82,-85,-85,-85,-38,-73.125,-73.37283443908436,False,False
528,-75.0,528,-82,-75,-90,-90,-42,-81,-61,-72,-74.125,-74.29659608054529,False,False
529,-75.0,529,72,-64,-88,-72,-85,-70,-89,-68,-58.0,-71.63514973465327,False,False
530,-75.0,530,-60,-23,-78,-86,-90,-81,-63,-77,-69.75,-70.32465340308966,False,False
531,-75.0,531,-58,-67,-63,-81,-76,-87,-88,-75,-74.375,-74.38414431941571,False,False
532,-75.0,532,-83,-83,-86,-68,-79,-87,-77,60,-62.875,-74.56492223241705,False,False
533,-75.0,533,81,-64,-82,-83,-85,-59,-80,-66,-54.75,-70.14725354715982,False,False
534,-75.0,534,-69,-90,-43,-82,-86,-32,-85,-90,-72.125,-72.60294614975608,False,False
535,-75.0,535,-85,-58,-85,-61,-86,-78,-87,-70,-76.25,-76.29083640916858,False,False
536,-75.0,536,-66,-65,-85,-75,-85,-15,-79,-89,-69.875,-70.85400038479041,False,False
537,-75.0,537,-90,-85,-74,-46,-77,-70,-70,-57,-71.125,-71.18332123303158,False,False
538,-75.0,538,-80,-49,-79,-75,-69,-86,-59,-83,-72.5,-72.57163902795097,False,False
539,-75.0,539,-33,-81,-73,-76,-77,-72,-67,-87,-70.75,-71.05864693366243,False,False
540,-75.0,540,-23,-88,-78,-69,-78,-87,-65,-69,-69.625,-70.19932572066573,False,False
